tez_id,yazar,yil,universite,tur,mufredat_donemi,sinif,orneklem_n,il,konu,kazanim_kodu,yanilgi_adi,yanilgi_tanimi,ogrenci_ornegi,gorulme_orani,olcum_araci,onerilen_mudahale,mudahale_sonucu,lemma_basamagi,guven,sayfa_ref,not,lgs_kazanim_tahmini
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Doğru açıyı doğru parçası sanma,"Öğrenci doğru açıyı gösteremiyor; doğru parçasını gösterip üzerine açı işareti koyuyor, açının iki ışından oluştuğunu göz ardı ediyor.",,,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,3,1,s. 89,"Tez: 'Doğru açı yerine doğru parçasını gösterip üzerine açı işareti koymaları doğru açının doğru şeklinde olduğunu ama iki ışının bileşiminin açıyı oluşturduğunu es geçtiklerini göstermektedir.' Tez yalnız BAŞARI oranı veriyor (%13.85 gösterebilen); yanılgının kendi oranı verilmediği için sütun boş (K1). Basamak 3: açı=iki ışın alt kavramı oturmamış. || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.6.3.1.1
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Dik açı ile doğru açıyı karıştırma,Öğrenci dik açıyı doğru açı diye adlandırıyor.,,,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,1,s. 89,"Tez: '5 tanesinin ise dik açıya doğru açı dedikleri görülmüştür.' 296 içinde 5 öğrenci — yüzde verilmediği ve tek başına bir sayı oran yerine geçmediği için sütun boş (K1). || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.6.3.1.1
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Doğruyu yalnız uç noktalarıyla adlandırma,Öğrenci doğruyu adlandırırken yalnız uçtaki noktaları geçerli sayıyor; üzerindeki herhangi iki noktayla adlandırılabileceğini düşünmüyor.,,%15.2,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 90-91,"Oran Tablo 10'da (s. 90); çözümleme s. 91'de ve tez orada açıkça kavram yanılgısı sayıyor: 'Bu durum da onları kavram yanılgısına düşürmektedir.' || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.8.3.2.1
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Doğrunun küçük harfle gösterimini reddetme,Öğrenci küçük harfin doğruyu adlandıramayacağını düşünüyor; harf doğrunun üstünde yazılı olmadığı için seçeneği eliyor.,,%17.57,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,2,3,s. 90,"Tez sebebi öğretime bağlıyor: 'küçük harfle adlandırma yönteminin diğer yöntemlere göre daha az kullanılmasının bir sonucu olabilir' — bu yüzden basamak 2. || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.8.3.2.1
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Açının kolları uzatılamaz sanma,Açının kolları kısa çizildiğinde öğrenci dışarıda görünen noktayı dış bölgede sayıyor; kolların sonsuza uzatılabileceğini kullanmıyor.,,%19.73,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 92-93,"Tez: 'Bu durum bir kavram yanılgısının göstergesidir.' Soru bilinçli olarak kısa kollu çizilmiş. || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.6.3.1.1
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Açı düzleme paralel olabilir sanma,Öğrenci bir açının bir düzleme paralel olabileceğini söylüyor.,,%11.56,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 92-93,"Tez: 'Ancak bu düşüncelerini gerekçeleriyle açıklamamışlardır.' Gerekçe olmadığı için K2 uyarısı: işlem hatası mı kavram yanılgısı mı ayrılamıyor. || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.6.3.1.1
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Küçük harfin nokta belirttiğini sanma,Öğrenci noktanın harfle gösterildiğini biliyor ama harfin büyük olması gerektiğini göz ardı ediyor.,,%16.89,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 93-94,"Tez: 'noktanın bir harfle gösterildiğini belirtmişler fakat bu harfin büyük olması gerektiğini göz ardı etmişlerdir.' || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.8.3.2.1
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Köşeli parantezli gösterimi doğru sanma,Öğrenci [AB] gösterimini doğru olarak okuyor; ya iki harfle adlandırmayı doğruya özgü sanıyor ya da doğruyu sınırlı kabul ediyor.,,%12.84,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 93-94,"Tez: 'doğru parçası ile doğruyu karıştırdıklarından doğrunun sınırlı olması gerektiğini düşünüp bu gösterimin doğru olduğu sonucuna varmışlardır.' || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.8.3.2.1
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Üç harfli gösterimi doğru parçası sanma,Öğrenci ABC gösteriminin bir doğru parçası belirttiğini söylüyor.,,%8.11,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 93-94,"Tablo 12'nin dördüncü seçeneği; tez ayrıca çözümlememiş. || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.8.3.2.1
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Doğru ile düzlem uzatılırsa kesişir sanma,Öğrenci paralel çizilmiş doğru ile düzlemin yeterince uzatılırsa bir noktada kesişeceğine inanıyor.,,%10,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 94-95,"Tez: 'doğrunun ve düzlemin uzatıldığında bir noktada kesişecekleri inancının baskın olduğu görülmektedir.' || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.8.3.4.1
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Paralel olmayı üzerinde olmakla aynı sanma,Öğrenci 'düzlemin üzerinde' ifadesini günlük dildeki anlamıyla alıp paralellikle eş anlamlı sayıyor.,,%10.14,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 94-95,"Tez: doğru yanıtı verenlerin bir bölümü de bu ifadeyi doğru saymış — 'üzerinde sözcüğünün günlük hayatlarında kullandıkları anlamıyla ilişkilendirerek'. || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.8.3.4.1
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Doğru ile düzlemi çakışık sanma,Öğrenci bir doğru ile bir düzlemin çakışabileceğini söylüyor.,,%5.07,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 94-95,"Tablo 13'ün dördüncü seçeneği; tez ayrıca çözümlememiş. || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.8.3.4.1
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Kesişmeyi çakışma sanma,Öğrenci iki doğrunun bir noktada kesişmesine çakışma diyor; çakışmayı ayrı bir durum olarak ayırt etmiyor.,,%23.99,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 97,"Tez: 'Çakışma ve bir noktada kesişme öğrenciler için aynı anlama gelmektedir.' || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.7.3.1.2
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,264,Aydın,DİĞER: Temel geometri,,Birleşimi bir araya gelme sanma,Öğrenci kümelerdeki birleşim işlemini günlük dildeki buluşma anlamıyla okuyor; ışın ile düzlemin buluştuğu noktayı birleşim sanıyor.,,%53.94,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 98-99,"Tez: 'öğrenciler kesişme ve birleşme kavramlarını matematiksel olarak anlamlandırmamış, günlük dillerinde karşılık bulan anlamlarına göre değerlendirmede bulunmuşlardır.' Bu soruya yalnız 6-8 yanıt vermiş (Tablo 15'te 5. sınıf sütunu yok), bu yüzden n=264. || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,264,Aydın,DİĞER: Temel geometri,,Düzlem ışını kapsar sanma,"Öğrenci güneş ışığının denize düşmesinden yola çıkıp düzlemin ışını içine aldığını, yani kapsadığını söylüyor.",,%17.84,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 98-99,"Tez: 'gerekçe olarak güneş ışınının denizin üzerine düştüğünü ve denizin güneş ışınını içine aldığını söylemişlerdir.' Soru yalnız 6-8'e uygulanmış, n=264. || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,264,Aydın,DİĞER: Temel geometri,,Kesişen ışını düzlemin üzerinde sanma,Öğrenci düzlemi delip geçen ışını düzlemin üzerinde duruyor gibi okuyor.,,%46.47,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 98-99,"Tablo 15'in ilk seçeneği. Soru yalnız 6-8'e uygulanmış, n=264. || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Doğru parçasını doğrunun yarısı sanma,Öğrenci doğru parçasını doğrunun yarısı olarak tanımlıyor; sonsuz bir nesnenin yarısının da sonsuz olacağını düşünmüyor.,,%15.2,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 102,"Tez: 'Öğrencilerin %15.2'si doğru parçasının doğrunun yarısı olduğunu düşünmektedir.' Aynı ifade s. 75'te öğrenci gerekçesi olarak da geçiyor (Ö737, Ö817: 'Doğru parçası doğrunun yarısıdır'). || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.8.3.2.1
381134,"Doyuran, Gözde",2014,Dokuz Eylül Üniversitesi,YL,2013,karma,296,Aydın,DİĞER: Temel geometri,,Düzlemi iki ışının birleşimi sanma,Öğrenci düzlemin iki ışının birleşmesiyle oluştuğunu söylüyor; bu aslında açının tanımı.,,%22.64,Araştırmacı tarafından geliştirilen 13 soruluk Kavram Yanılgısı Belirleme Anketi (açık uçlu gerekçe istenen çoktan seçmeli ve gösterim soruları) + 20 öğrenciyle yarı yapılandırılmış görüşme,"Temel geometri kavramlarının somut modellerle ve karşı örneklerle öğretilmesi; sonsuzluk, sınırlılık ve kapalılık ayrımının açıkça çalışılması (s. 137-142)",YOK,1,3,s. 102,"Tez: 'Bir düzlem iki ışının birleşmesiyle oluşur.' yargısının doğru olduğunu düşünen öğrencilerin %22.64'lük bölümünün düzlem kavramını anlayamamış oldukları görülmektedir.' || KAPSAM UYARISI: değerlendirmeye alınan 296 öğrencinin 32'si 5. sınıftır (Tablo 4, s. 64: 32 beşinci + 79 altıncı + 94 yedinci + 91 sekizinci). Protokol kapsamı 6-8; 6-8 karşılığı n=264. Tezin verdiği yüzdeler 5. sınıf dahil hesaplanmıştır, olduğu gibi aktarıldı — yeniden hesaplanmadı (K1).",M.6.3.1.1
TEZ:KILIC-2023-BALIKESIR,"Kılıç, Ebru",2023,Balıkesir Üniversitesi,YL,2018,8,151,Balıkesir,Üçgenler,,Yükseklik kavramını yanlış anlama,Öğrenci üçgende yüksekliğin biçimsel tanımını yaparken kritik özellikleri veremiyor; başka bir yardımcı elemanın özelliğini yüksekliğe atıyor.,"""kenarı ortalamasına"" (Ö2 — yükseklik tanımı içinde kenarortayın kritik özelliğini yazmış)",%22.52,"Araştırmacı tarafından geliştirilen 'Kavram İmajı Belirleme Formu' (yükseklik/kenarortay/açıortay için zihinsel çağrışım, biçimsel tanım ve örnek–örnek olmayan çizim soruları; tanımlar 0-3 dereceli anahtarla puanlanmış) + seçilen öğrencilerle klinik mülakat","Üçgenin yardımcı elemanlarının farklı üçgen türlerinde (dar, dik, geniş açılı) ve üçgen dışına düşen durumlarda çeşitlendirilerek çalıştırılması; matematiksel terminolojinin açıkça öğretilmesi (s. 152-157)",YOK,1,3,s. 55,"tez_id: Bu tezin YÖK numarası belgede basılı değil ve dosya adında yok (Ebru_Kılıç.pdf). YÖK numarası UYDURULMADI; YÖK numarasıyla karışmayacak bir anahtar kullanıldı. YÖK'ten teyit edilince güncellenmeli. || Tez: 'yaklaşık %22'sinin (N=34) yükseklik kavramını anlamadığı ya da yanlış anladığı görülmektedir.' Dereceli puanlama anahtarında 1 puan = anlamama/yanlış anlama. || Çalışma nitel çoklu durum deseni; ama tanım puanları ve çizim kodları frekans+yüzde ile raporlanmış. n=151 (94 kız, 57 erkek), 6 devlet ortaokulu, 2021-2022 bahar.",M.8.3.1.1
TEZ:KILIC-2023-BALIKESIR,"Kılıç, Ebru",2023,Balıkesir Üniversitesi,YL,2018,8,151,Balıkesir,Üçgenler,,Yükseklik kavramını parçalı anlama,Öğrenci yüksekliğin kritik özelliklerinden yalnız birini söyleyebiliyor; nereden nereye çizildiğini tanımlayamıyor.,"""dik olarak indirilen açı"" (Ö148 — diklik özelliğini vermiş ama başlangıç ve bitiş noktasını söyleyememiş)",%47.02,"Araştırmacı tarafından geliştirilen 'Kavram İmajı Belirleme Formu' (yükseklik/kenarortay/açıortay için zihinsel çağrışım, biçimsel tanım ve örnek–örnek olmayan çizim soruları; tanımlar 0-3 dereceli anahtarla puanlanmış) + seçilen öğrencilerle klinik mülakat","Üçgenin yardımcı elemanlarının farklı üçgen türlerinde (dar, dik, geniş açılı) ve üçgen dışına düşen durumlarda çeşitlendirilerek çalıştırılması; matematiksel terminolojinin açıkça öğretilmesi (s. 152-157)",YOK,1,3,s. 55,"K2 uyarısı: tez bunu 'yanlış anlama' değil 'parçalı anlama' diye sınıflıyor (2 puan). Sistematik bir yanlış inanç değil, eksik kavram tanımıdır — envanterde bu ayrımla okunmalı. || Çalışma nitel çoklu durum deseni; ama tanım puanları ve çizim kodları frekans+yüzde ile raporlanmış. n=151 (94 kız, 57 erkek), 6 devlet ortaokulu, 2021-2022 bahar.",M.8.3.1.1
TEZ:KILIC-2023-BALIKESIR,"Kılıç, Ebru",2023,Balıkesir Üniversitesi,YL,2018,8,151,Balıkesir,Üçgenler,,Kenarortay kavramını yanlış anlama,Öğrenci kenarortayın biçimsel tanımında kritik özellikleri veremiyor ya da başka bir elemanın özelliğini kenarortaya atıyor.,,%21.19,"Araştırmacı tarafından geliştirilen 'Kavram İmajı Belirleme Formu' (yükseklik/kenarortay/açıortay için zihinsel çağrışım, biçimsel tanım ve örnek–örnek olmayan çizim soruları; tanımlar 0-3 dereceli anahtarla puanlanmış) + seçilen öğrencilerle klinik mülakat","Üçgenin yardımcı elemanlarının farklı üçgen türlerinde (dar, dik, geniş açılı) ve üçgen dışına düşen durumlarda çeşitlendirilerek çalıştırılması; matematiksel terminolojinin açıkça öğretilmesi (s. 152-157)",YOK,1,3,s. 81,"Tez: '%21'inin ise kenarortay kavramını anlamadığı ya da yanlış anladığı görülmektedir.' || Çalışma nitel çoklu durum deseni; ama tanım puanları ve çizim kodları frekans+yüzde ile raporlanmış. n=151 (94 kız, 57 erkek), 6 devlet ortaokulu, 2021-2022 bahar.",M.8.3.1.1
TEZ:KILIC-2023-BALIKESIR,"Kılıç, Ebru",2023,Balıkesir Üniversitesi,YL,2018,8,151,Balıkesir,Üçgenler,,Kenarortay kavramını parçalı anlama,Öğrenci kenarortayın kritik özelliklerinin tamamını sayamıyor; üç yardımcı eleman içinde en yüksek parçalı anlama oranı burada.,,%64.90,"Araştırmacı tarafından geliştirilen 'Kavram İmajı Belirleme Formu' (yükseklik/kenarortay/açıortay için zihinsel çağrışım, biçimsel tanım ve örnek–örnek olmayan çizim soruları; tanımlar 0-3 dereceli anahtarla puanlanmış) + seçilen öğrencilerle klinik mülakat","Üçgenin yardımcı elemanlarının farklı üçgen türlerinde (dar, dik, geniş açılı) ve üçgen dışına düşen durumlarda çeşitlendirilerek çalıştırılması; matematiksel terminolojinin açıkça öğretilmesi (s. 152-157)",YOK,1,3,s. 81,"Üç elemanın en yüksek 'parçalı anlama' oranı (yükseklik %47.02, açıortay %62.91). K2 uyarısı: parçalı anlama, yanlış anlamadan ayrıdır. || Çalışma nitel çoklu durum deseni; ama tanım puanları ve çizim kodları frekans+yüzde ile raporlanmış. n=151 (94 kız, 57 erkek), 6 devlet ortaokulu, 2021-2022 bahar.",M.8.3.1.1
